symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2026-01-27 17:00:00+00:00,4,4,4,4253,2597,714,3.7875
ADAUSDT,2026-01-27 18:00:00+00:00,1,4,1,499,291,116,104.5375
SOLUSDT,2026-01-27 19:00:00+00:00,3,5,3,2672,1803,427,40.7625
ETHUSDT,2026-01-27 21:45:00+00:00,5,3,5,12084,6353,876,1.4625
ETHUSDT,2026-01-27 22:45:00+00:00,4,4,5,5641,3205,405,1.0
ETHUSDT,2026-01-27 23:15:00+00:00,4,3,5,7367,3364,556,1.0
SOLUSDT,2026-01-28 00:00:00+00:00,3,4,3,1835,1075,414,97.675
SOLUSDT,2026-01-28 02:00:00+00:00,2,4,3,1652,955,364,69.175
DOGEUSDT,2026-01-28 04:15:00+00:00,2,5,2,1130,703,199,4.8875
DOGEUSDT,2026-01-28 06:30:00+00:00,1,3,1,705,333,186,47.5125
ETHUSDT,2026-01-28 07:30:00+00:00,4,2,4,5602,1923,568,26.225
ADAUSDT,2026-01-28 08:15:00+00:00,1,5,1,262,177,48,81.6375
ETHUSDT,2026-01-28 08:30:00+00:00,5,2,4,7758,2360,738,22.9625
DOGEUSDT,2026-01-28 09:00:00+00:00,1,4,1,612,332,130,16.3375
SOLUSDT,2026-01-28 09:15:00+00:00,3,5,4,2968,2045,506,40.7625
XRPUSDT,2026-01-28 10:30:00+00:00,2,3,2,1018,512,234,75.6375
XRPUSDT,2026-01-28 15:30:00+00:00,2,2,2,1685,687,371,29.175
DOGEUSDT,2026-01-28 17:45:00+00:00,3,3,2,1935,996,446,36.4125
DOGEUSDT,2026-01-28 18:15:00+00:00,2,4,2,1283,704,281,20.825
XRPUSDT,2026-01-28 18:45:00+00:00,2,2,2,1023,446,233,29.175
XRPUSDT,2026-01-28 19:15:00+00:00,2,2,2,1642,682,356,29.175
XRPUSDT,2026-01-28 20:15:00+00:00,3,3,3,2145,1035,441,62.125
DOGEUSDT,2026-01-28 21:15:00+00:00,2,4,2,1017,617,213,20.825
XRPUSDT,2026-01-29 00:30:00+00:00,2,4,2,1218,663,229,31.5375
SOLUSDT,2026-01-29 06:45:00+00:00,2,4,2,1349,809,273,69.175
ETHUSDT,2026-01-29 07:00:00+00:00,4,2,3,4221,1387,428,26.225
XRPUSDT,2026-01-29 09:15:00+00:00,3,5,5,2392,1543,335,12.5625
ETHUSDT,2026-01-29 09:30:00+00:00,4,2,4,4512,1926,428,26.225
DOGEUSDT,2026-01-29 10:15:00+00:00,3,5,4,1969,1321,298,2.925
ETHUSDT,2026-01-29 10:30:00+00:00,3,3,3,2952,1361,380,1.15
DOGEUSDT,2026-01-29 13:00:00+00:00,2,5,1,859,560,133,4.8875
ETHUSDT,2026-01-29 13:00:00+00:00,3,2,3,2917,915,321,16.575
DOGEUSDT,2026-01-29 15:00:00+00:00,5,4,5,20938,11425,3788,1.0
AVAXUSDT,2026-01-29 15:15:00+00:00,4,5,3,3537,2668,566,3.15
DOGEUSDT,2026-01-29 15:30:00+00:00,5,4,4,7847,4210,1537,1.0
AVAXUSDT,2026-01-29 17:00:00+00:00,2,5,2,1436,1144,187,51.5625
XRPUSDT,2026-01-29 18:00:00+00:00,3,3,3,3328,1641,672,62.125
ETHUSDT,2026-01-29 19:45:00+00:00,5,1,4,10874,2097,848,232.8125
ETHUSDT,2026-01-29 21:00:00+00:00,5,1,5,15803,4019,1283,232.8125
ADAUSDT,2026-01-30 01:30:00+00:00,5,4,4,9910,5665,2008,1.275
DOGEUSDT,2026-01-30 01:30:00+00:00,5,2,5,23122,9318,4195,17.275
DOGEUSDT,2026-01-30 01:45:00+00:00,5,3,4,10178,4773,2043,3.625
SOLUSDT,2026-01-30 02:15:00+00:00,5,4,5,8373,4961,1765,14.5375
SOLUSDT,2026-01-30 05:45:00+00:00,2,5,2,1499,935,311,21.8625
DOGEUSDT,2026-01-30 06:00:00+00:00,4,5,3,3475,2487,496,1.6
ETHUSDT,2026-01-30 09:00:00+00:00,5,1,4,11906,2804,994,232.8125
BTCUSDT,2026-01-30 10:15:00+00:00,5,1,5,13701,2076,872,173.075
SOLUSDT,2026-01-30 10:45:00+00:00,3,4,3,1913,1109,407,97.675
XRPUSDT,2026-01-30 15:00:00+00:00,5,5,5,11968,8235,1776,1.5875
XRPUSDT,2026-01-30 15:15:00+00:00,5,5,5,19767,13895,2754,1.5875
ADAUSDT,2026-01-30 15:30:00+00:00,3,5,2,2358,1775,342,15.725
XRPUSDT,2026-01-30 15:30:00+00:00,5,5,5,22212,14433,3228,1.5875
XRPUSDT,2026-01-30 15:45:00+00:00,5,5,5,18462,12634,2421,1.5875
SOLUSDT,2026-01-30 21:30:00+00:00,2,3,2,1556,827,373,16.0375
BTCUSDT,2026-01-30 22:15:00+00:00,5,2,5,10566,3648,840,57.2
ADAUSDT,2026-01-30 23:15:00+00:00,2,5,1,1090,904,119,40.525
ETHUSDT,2026-01-30 23:45:00+00:00,4,2,4,4258,1401,405,26.225
BTCUSDT,2026-01-31 02:00:00+00:00,5,3,5,8022,3609,733,3.325
DOGEUSDT,2026-01-31 03:30:00+00:00,1,4,2,563,304,112,16.3375
DOGEUSDT,2026-01-31 03:45:00+00:00,1,2,1,482,213,116,13.8375
DOGEUSDT,2026-01-31 05:30:00+00:00,1,4,1,545,299,118,16.3375
XRPUSDT,2026-01-31 06:00:00+00:00,2,4,2,1054,571,249,31.5375
ADAUSDT,2026-01-31 06:15:00+00:00,4,5,3,3652,3297,200,4.225
ETHUSDT,2026-01-31 07:00:00+00:00,4,3,3,5259,2369,463,1.0
DOGEUSDT,2026-01-31 07:30:00+00:00,3,4,3,3170,1735,693,10.075
ADAUSDT,2026-01-31 09:00:00+00:00,1,4,1,409,241,91,104.5375
SOLUSDT,2026-01-31 09:45:00+00:00,3,5,4,3027,2282,444,40.7625
SOLUSDT,2026-01-31 11:00:00+00:00,3,5,3,2557,1756,448,40.7625
BTCUSDT,2026-01-31 13:00:00+00:00,5,3,5,11981,5727,853,3.325
AVAXUSDT,2026-01-31 15:30:00+00:00,1,5,2,489,368,69,225.225
XRPUSDT,2026-01-31 15:45:00+00:00,4,3,3,3720,1794,813,32.2375
ADAUSDT,2026-01-31 17:00:00+00:00,5,4,5,14582,8397,2925,1.275
SOLUSDT,2026-01-31 17:00:00+00:00,5,2,5,61718,25470,11623,1.0
DOGEUSDT,2026-01-31 18:00:00+00:00,4,3,3,5254,2690,1080,16.275
ADAUSDT,2026-01-31 18:30:00+00:00,5,3,5,11070,5921,2303,1.0
AVAXUSDT,2026-01-31 18:30:00+00:00,4,5,4,4860,3529,817,3.15
SOLUSDT,2026-01-31 18:30:00+00:00,5,2,5,53155,19856,9134,1.0
ADAUSDT,2026-01-31 18:45:00+00:00,4,4,4,6791,4111,1514,6.0125
AVAXUSDT,2026-01-31 18:45:00+00:00,4,5,4,3931,2869,646,3.15
ADAUSDT,2026-01-31 19:00:00+00:00,4,5,3,3900,2427,835,4.225
DOGEUSDT,2026-01-31 19:00:00+00:00,5,3,4,11726,5715,2553,3.625
DOGEUSDT,2026-01-31 19:15:00+00:00,5,4,4,8772,4759,1760,1.0
ADAUSDT,2026-01-31 19:30:00+00:00,3,5,3,2085,1324,439,15.725
DOGEUSDT,2026-01-31 19:30:00+00:00,5,4,4,7660,4113,1581,1.0
SOLUSDT,2026-01-31 20:30:00+00:00,4,3,4,6223,3212,1397,26.9375
DOGEUSDT,2026-01-31 23:15:00+00:00,4,3,3,4826,2338,1043,16.275
SOLUSDT,2026-01-31 23:15:00+00:00,5,3,5,8249,4400,1740,8.2125
XRPUSDT,2026-01-31 23:45:00+00:00,3,3,3,2482,1162,567,62.125
BTCUSDT,2026-02-01 05:45:00+00:00,5,2,5,11267,3582,1035,57.2
ETHUSDT,2026-02-01 06:15:00+00:00,5,2,5,9303,3624,1130,22.9625
DOGEUSDT,2026-02-01 08:45:00+00:00,2,4,1,1030,553,238,20.825
DOGEUSDT,2026-02-01 10:45:00+00:00,2,3,2,1493,697,342,66.0875
DOGEUSDT,2026-02-01 14:45:00+00:00,4,2,3,3837,1713,862,44.2
SOLUSDT,2026-02-01 15:15:00+00:00,5,3,4,9043,4766,2028,8.2125
SOLUSDT,2026-02-01 15:30:00+00:00,5,4,4,9597,5183,2144,14.5375
XRPUSDT,2026-02-01 15:30:00+00:00,5,2,4,9319,4179,1873,11.6125
DOGEUSDT,2026-02-01 18:00:00+00:00,4,3,3,5753,2658,1328,16.275
ADAUSDT,2026-02-01 19:45:00+00:00,2,5,2,1063,716,204,40.525
SOLUSDT,2026-02-02 00:00:00+00:00,5,3,4,7812,4136,1743,8.2125
SOLUSDT,2026-02-02 00:15:00+00:00,5,3,5,7746,4139,1663,8.2125
XRPUSDT,2026-02-02 00:15:00+00:00,4,2,4,6680,2906,1386,29.925
XRPUSDT,2026-02-02 01:30:00+00:00,4,2,3,3823,1570,834,29.925
ADAUSDT,2026-02-02 03:15:00+00:00,4,5,3,4128,2608,903,4.225
XRPUSDT,2026-02-02 04:15:00+00:00,5,3,4,8161,3916,1712,12.4625
XRPUSDT,2026-02-02 04:30:00+00:00,4,3,4,5818,2884,1247,32.2375
SOLUSDT,2026-02-02 06:15:00+00:00,5,4,4,8999,5334,1893,14.5375
SOLUSDT,2026-02-02 06:30:00+00:00,5,3,5,21468,11419,4582,8.2125
XRPUSDT,2026-02-02 06:30:00+00:00,5,2,5,23846,10416,4457,11.6125
XRPUSDT,2026-02-02 06:45:00+00:00,5,2,4,12666,5430,2417,11.6125
DOGEUSDT,2026-02-02 11:15:00+00:00,2,3,2,908,441,216,66.0875
XRPUSDT,2026-02-02 12:30:00+00:00,4,3,4,5167,2647,1048,32.2375
XRPUSDT,2026-02-02 13:45:00+00:00,3,3,3,3410,1683,714,62.125
ADAUSDT,2026-02-02 14:00:00+00:00,2,5,2,1193,816,224,40.525
DOGEUSDT,2026-02-02 14:00:00+00:00,3,3,3,2448,1270,534,36.4125
DOGEUSDT,2026-02-02 14:15:00+00:00,3,3,2,2043,1068,444,36.4125
ADAUSDT,2026-02-02 15:00:00+00:00,2,5,2,1714,1146,350,40.525
BTCUSDT,2026-02-02 22:30:00+00:00,4,1,4,5554,1538,658,46.3875
DOGEUSDT,2026-02-03 00:00:00+00:00,2,3,1,1022,515,256,66.0875
SOLUSDT,2026-02-03 02:45:00+00:00,3,4,3,2897,1591,679,97.675
DOGEUSDT,2026-02-03 03:00:00+00:00,4,5,4,4806,3106,656,1.6
XRPUSDT,2026-02-03 09:15:00+00:00,4,3,4,4401,2009,888,32.2375
SOLUSDT,2026-02-03 11:15:00+00:00,3,5,2,2015,1267,422,40.7625
AVAXUSDT,2026-02-03 12:15:00+00:00,1,4,1,470,253,102,15.825
AVAXUSDT,2026-02-03 12:45:00+00:00,1,3,1,386,203,80,1.0
SOLUSDT,2026-02-03 13:45:00+00:00,3,5,3,2446,1669,422,40.7625
AVAXUSDT,2026-02-03 14:30:00+00:00,1,5,2,487,370,81,225.225
DOGEUSDT,2026-02-03 16:00:00+00:00,4,3,4,5240,2422,1133,16.275
DOGEUSDT,2026-02-03 16:15:00+00:00,4,3,4,5540,2639,1161,16.275
ETHUSDT,2026-02-03 16:30:00+00:00,5,2,5,61492,19623,4345,22.9625
XRPUSDT,2026-02-03 16:30:00+00:00,4,3,4,5845,2744,1184,32.2375
ETHUSDT,2026-02-03 16:45:00+00:00,5,2,5,50226,17493,3417,22.9625
DOGEUSDT,2026-02-03 18:15:00+00:00,5,3,4,8221,3823,1796,3.625
DOGEUSDT,2026-02-03 19:00:00+00:00,5,3,4,7946,3749,1801,3.625
ADAUSDT,2026-02-03 19:15:00+00:00,3,5,3,2778,1859,553,15.725
BTCUSDT,2026-02-03 22:00:00+00:00,5,2,5,19598,5738,1431,57.2
DOGEUSDT,2026-02-04 06:30:00+00:00,2,4,3,1496,905,277,20.825
XRPUSDT,2026-02-04 08:00:00+00:00,2,3,2,1469,717,321,75.6375
DOGEUSDT,2026-02-04 10:45:00+00:00,3,1,1,2701,294,159,1.0
DOGEUSDT,2026-02-04 12:45:00+00:00,3,1,1,2541,375,214,1.0
XRPUSDT,2026-02-04 14:30:00+00:00,5,3,4,11406,5417,2356,12.4625
DOGEUSDT,2026-02-04 18:00:00+00:00,4,3,3,4357,1963,1013,16.275
XRPUSDT,2026-02-04 18:15:00+00:00,5,3,4,8804,4346,1783,12.4625
XRPUSDT,2026-02-04 18:45:00+00:00,4,3,4,5759,2830,1192,32.2375
ADAUSDT,2026-02-04 19:00:00+00:00,2,5,2,1195,794,257,40.525
ADAUSDT,2026-02-04 20:00:00+00:00,2,5,2,1061,695,204,40.525
SOLUSDT,2026-02-04 23:15:00+00:00,4,4,4,7245,4250,1575,52.7875
DOGEUSDT,2026-02-04 23:30:00+00:00,3,3,2,2408,1159,543,36.4125
XRPUSDT,2026-02-05 01:45:00+00:00,4,2,3,4160,1857,964,29.925
XRPUSDT,2026-02-05 02:45:00+00:00,4,3,4,7150,3485,1517,32.2375
DOGEUSDT,2026-02-05 05:00:00+00:00,3,4,3,2781,1527,588,10.075
ADAUSDT,2026-02-05 05:15:00+00:00,3,5,2,1988,1260,420,15.725
XRPUSDT,2026-02-05 07:00:00+00:00,5,3,4,8480,4357,1722,12.4625
SOLUSDT,2026-02-05 13:00:00+00:00,4,4,4,4932,2705,1081,52.7875
SOLUSDT,2026-02-05 14:45:00+00:00,5,4,4,10950,6145,2384,14.5375
DOGEUSDT,2026-02-05 15:00:00+00:00,5,3,4,11572,5483,2635,3.625
SOLUSDT,2026-02-05 15:00:00+00:00,5,4,5,19718,11447,4164,14.5375
XRPUSDT,2026-02-05 15:00:00+00:00,5,3,5,19776,9991,4001,12.4625
ADAUSDT,2026-02-05 15:15:00+00:00,4,5,4,7407,4816,1505,4.225
DOGEUSDT,2026-02-05 15:15:00+00:00,5,2,5,22225,9948,4766,17.275
ADAUSDT,2026-02-05 15:30:00+00:00,4,5,4,7368,4770,1554,4.225
DOGEUSDT,2026-02-05 15:45:00+00:00,5,3,4,11563,5460,2546,3.625
DOGEUSDT,2026-02-05 16:15:00+00:00,5,2,4,10262,4477,2275,17.275
XRPUSDT,2026-02-05 16:45:00+00:00,5,3,5,18752,9658,3618,12.4625
DOGEUSDT,2026-02-05 18:15:00+00:00,5,3,4,7962,3739,1810,3.625
XRPUSDT,2026-02-05 18:15:00+00:00,5,3,5,17815,8424,3649,12.4625
DOGEUSDT,2026-02-05 18:45:00+00:00,4,3,3,7194,3336,1649,16.275
SOLUSDT,2026-02-05 19:00:00+00:00,5,3,4,8132,4354,1937,8.2125
XRPUSDT,2026-02-05 19:45:00+00:00,5,3,5,13031,6124,2715,12.4625
ADAUSDT,2026-02-05 20:15:00+00:00,5,5,4,9758,6785,1772,1.0
AVAXUSDT,2026-02-05 20:15:00+00:00,4,5,3,3639,2641,604,3.15
ADAUSDT,2026-02-05 20:30:00+00:00,4,5,4,5886,3780,1254,4.225
ADAUSDT,2026-02-05 20:45:00+00:00,4,5,3,5005,3361,1019,4.225
XRPUSDT,2026-02-05 20:45:00+00:00,5,3,5,30539,14594,6225,12.4625
AVAXUSDT,2026-02-05 21:00:00+00:00,3,5,3,2304,1699,384,11.7
AVAXUSDT,2026-02-06 00:00:00+00:00,4,5,4,5037,3745,810,3.15
ADAUSDT,2026-02-06 00:15:00+00:00,5,5,5,31871,20640,6535,1.0
AVAXUSDT,2026-02-06 00:15:00+00:00,5,5,4,9054,6792,1467,1.0
SOLUSDT,2026-02-06 00:15:00+00:00,5,2,5,160719,56570,29107,1.0
ADAUSDT,2026-02-06 00:30:00+00:00,5,5,4,8945,5722,1847,1.0
DOGEUSDT,2026-02-06 01:00:00+00:00,5,2,4,13815,6191,3155,17.275
ADAUSDT,2026-02-06 01:15:00+00:00,3,4,2,2542,1492,593,18.4375
DOGEUSDT,2026-02-06 02:00:00+00:00,5,4,3,7787,4258,1594,1.0
SOLUSDT,2026-02-06 02:30:00+00:00,5,4,4,9995,5750,2147,14.5375
ADAUSDT,2026-02-06 02:45:00+00:00,2,5,1,1031,643,233,40.525
DOGEUSDT,2026-02-06 06:30:00+00:00,3,3,3,3221,1582,712,36.4125
SOLUSDT,2026-02-06 07:30:00+00:00,4,4,4,5596,3273,1205,52.7875
XRPUSDT,2026-02-06 09:15:00+00:00,4,2,4,5586,2490,1222,29.925
ADAUSDT,2026-02-06 09:30:00+00:00,2,5,3,1675,1072,351,40.525
DOGEUSDT,2026-02-06 09:30:00+00:00,3,3,2,2869,1349,634,36.4125
XRPUSDT,2026-02-06 10:30:00+00:00,5,3,5,20146,9193,4125,12.4625
DOGEUSDT,2026-02-06 11:30:00+00:00,3,4,3,3135,1709,699,10.075
DOGEUSDT,2026-02-06 11:45:00+00:00,3,4,2,2444,1374,520,10.075
XRPUSDT,2026-02-06 13:00:00+00:00,5,3,5,15078,7623,3024,12.4625
SOLUSDT,2026-02-06 13:15:00+00:00,5,5,5,8330,5225,1651,8.275
ADAUSDT,2026-02-06 13:45:00+00:00,2,5,2,1112,693,230,40.525
BTCUSDT,2026-02-06 13:45:00+00:00,5,3,5,60782,28393,4566,3.325
DOGEUSDT,2026-02-06 14:30:00+00:00,5,3,4,10959,5207,2390,3.625
BTCUSDT,2026-02-06 14:45:00+00:00,5,4,5,171352,102637,10295,1.4
DOGEUSDT,2026-02-06 16:15:00+00:00,5,4,4,9998,5563,1929,1.0
SOLUSDT,2026-02-06 16:15:00+00:00,5,4,5,10715,6313,2227,14.5375
SOLUSDT,2026-02-06 16:30:00+00:00,5,4,5,10474,6490,2111,14.5375
ADAUSDT,2026-02-06 16:45:00+00:00,2,5,3,1548,986,337,40.525
DOGEUSDT,2026-02-06 17:30:00+00:00,4,3,4,6993,3622,1545,16.275
DOGEUSDT,2026-02-06 18:00:00+00:00,5,3,4,8180,4045,1758,3.625
XRPUSDT,2026-02-06 18:15:00+00:00,5,3,5,14934,7705,2921,12.4625
XRPUSDT,2026-02-06 18:30:00+00:00,5,2,4,8655,3803,1820,11.6125
SOLUSDT,2026-02-06 20:45:00+00:00,4,5,4,7020,4745,1339,28.9
ADAUSDT,2026-02-06 22:30:00+00:00,2,4,2,897,533,210,52.55
ETHUSDT,2026-02-06 22:30:00+00:00,5,2,5,29002,11715,2162,22.9625
DOGEUSDT,2026-02-07 00:30:00+00:00,3,3,2,2321,1143,527,36.4125
ADAUSDT,2026-02-07 04:00:00+00:00,2,5,2,995,663,202,40.525
SOLUSDT,2026-02-07 04:00:00+00:00,4,4,4,4506,2577,1023,52.7875
SOLUSDT,2026-02-07 04:30:00+00:00,4,4,4,3568,2164,777,52.7875
ADAUSDT,2026-02-07 07:00:00+00:00,3,5,3,1946,1285,400,15.725
DOGEUSDT,2026-02-07 07:00:00+00:00,4,4,3,7415,4393,1386,3.7875
DOGEUSDT,2026-02-07 07:15:00+00:00,4,3,4,7463,3393,1663,16.275
XRPUSDT,2026-02-07 08:45:00+00:00,3,2,3,3049,1288,692,48.225
XRPUSDT,2026-02-07 10:30:00+00:00,5,3,4,7702,4026,1533,12.4625
XRPUSDT,2026-02-07 12:30:00+00:00,4,3,4,6957,3273,1505,32.2375
DOGEUSDT,2026-02-07 14:00:00+00:00,2,4,1,1057,575,233,20.825
XRPUSDT,2026-02-07 15:30:00+00:00,4,3,3,3742,1762,886,32.2375
ADAUSDT,2026-02-07 16:00:00+00:00,5,5,5,19072,12793,3712,1.0
AVAXUSDT,2026-02-07 16:00:00+00:00,5,5,5,8394,6898,1020,1.0
ADAUSDT,2026-02-07 16:15:00+00:00,5,5,5,8747,5743,1795,1.0
ETHUSDT,2026-02-07 17:00:00+00:00,5,3,5,49506,26384,3169,1.4625
BTCUSDT,2026-02-08 04:30:00+00:00,4,1,4,5555,1192,482,46.3875
SOLUSDT,2026-02-08 04:30:00+00:00,2,5,2,1329,880,253,21.8625
ETHUSDT,2026-02-08 05:30:00+00:00,4,3,4,6358,3017,616,1.0
DOGEUSDT,2026-02-08 11:00:00+00:00,2,3,1,932,450,229,66.0875
XRPUSDT,2026-02-08 12:00:00+00:00,3,3,3,3332,1773,741,62.125
DOGEUSDT,2026-02-08 12:15:00+00:00,2,3,1,971,450,235,66.0875
ETHUSDT,2026-02-08 14:00:00+00:00,5,2,5,13749,5290,1159,22.9625
SOLUSDT,2026-02-09 03:45:00+00:00,3,4,3,2167,1244,505,97.675
XRPUSDT,2026-02-09 04:30:00+00:00,2,3,2,1562,781,344,75.6375
DOGEUSDT,2026-02-09 04:45:00+00:00,1,3,1,461,244,108,47.5125
SOLUSDT,2026-02-09 07:00:00+00:00,3,5,4,2864,1870,575,40.7625
DOGEUSDT,2026-02-09 09:00:00+00:00,2,5,2,1548,1037,269,4.8875
XRPUSDT,2026-02-09 13:30:00+00:00,3,4,3,2637,1461,520,28.8375
XRPUSDT,2026-02-09 15:15:00+00:00,4,4,3,5425,3106,1131,14.8625
SOLUSDT,2026-02-09 17:30:00+00:00,5,5,5,7758,4873,1610,8.275
SOLUSDT,2026-02-09 19:15:00+00:00,4,5,4,3731,2606,657,28.9
ETHUSDT,2026-02-09 23:45:00+00:00,4,1,4,7566,1779,716,106.55
DOGEUSDT,2026-02-10 00:00:00+00:00,2,3,1,851,450,216,66.0875
DOGEUSDT,2026-02-10 04:30:00+00:00,1,5,1,504,315,115,1.9625
SOLUSDT,2026-02-10 06:00:00+00:00,2,4,3,1398,820,302,69.175
DOGEUSDT,2026-02-10 06:15:00+00:00,2,4,2,1381,819,270,20.825
ETHUSDT,2026-02-10 06:15:00+00:00,5,4,5,35982,19324,2650,1.0
ETHUSDT,2026-02-10 06:30:00+00:00,5,3,5,30586,13760,2546,1.4625
DOGEUSDT,2026-02-10 06:45:00+00:00,3,4,3,3441,1889,746,10.075
ETHUSDT,2026-02-10 06:45:00+00:00,5,3,5,85921,42690,7430,1.4625
XRPUSDT,2026-02-10 07:00:00+00:00,3,4,3,2548,1390,529,28.8375
SOLUSDT,2026-02-10 07:30:00+00:00,2,5,2,1202,751,257,21.8625
DOGEUSDT,2026-02-10 09:15:00+00:00,2,4,1,799,457,178,20.825
SOLUSDT,2026-02-10 09:30:00+00:00,4,5,3,4317,2774,605,28.9
ADAUSDT,2026-02-10 12:15:00+00:00,1,3,1,368,190,82,39.4875
DOGEUSDT,2026-02-10 13:30:00+00:00,2,4,1,1229,701,265,20.825
ETHUSDT,2026-02-10 14:30:00+00:00,5,1,5,59111,11920,4614,232.8125
ETHUSDT,2026-02-10 15:00:00+00:00,5,1,5,36307,6949,2889,232.8125
DOGEUSDT,2026-02-10 16:15:00+00:00,2,2,1,1599,715,403,56.45
ETHUSDT,2026-02-10 16:30:00+00:00,5,1,4,15398,2756,1134,232.8125
ETHUSDT,2026-02-10 19:00:00+00:00,5,3,4,21955,10661,1109,1.4625
ETHUSDT,2026-02-10 19:15:00+00:00,5,4,4,25388,15037,1249,1.0
SOLUSDT,2026-02-10 22:30:00+00:00,2,4,3,1346,769,290,69.175
ADAUSDT,2026-02-10 22:45:00+00:00,1,5,1,217,142,38,81.6375
XRPUSDT,2026-02-11 01:45:00+00:00,2,4,1,1175,644,261,31.5375
DOGEUSDT,2026-02-11 04:00:00+00:00,1,3,1,746,398,173,47.5125
SOLUSDT,2026-02-11 08:45:00+00:00,2,4,2,1311,762,283,69.175
XRPUSDT,2026-02-11 09:00:00+00:00,3,3,2,1816,957,402,62.125
XRPUSDT,2026-02-11 11:30:00+00:00,3,4,3,2006,1090,415,28.8375
DOGEUSDT,2026-02-11 13:30:00+00:00,4,3,3,5210,2595,1098,16.275
XRPUSDT,2026-02-11 14:15:00+00:00,4,4,4,6967,3848,1411,14.8625
DOGEUSDT,2026-02-11 14:30:00+00:00,4,3,3,5448,2560,1267,16.275
BTCUSDT,2026-02-11 15:15:00+00:00,5,1,5,69396,10884,4504,173.075
XRPUSDT,2026-02-11 18:15:00+00:00,4,3,3,4161,2042,944,32.2375
DOGEUSDT,2026-02-11 21:00:00+00:00,2,3,1,967,499,228,66.0875
DOGEUSDT,2026-02-11 22:00:00+00:00,2,3,1,956,495,234,66.0875
XRPUSDT,2026-02-12 02:30:00+00:00,2,4,2,1627,883,355,31.5375
SOLUSDT,2026-02-12 04:45:00+00:00,2,4,2,1068,585,248,69.175
DOGEUSDT,2026-02-12 05:30:00+00:00,1,3,1,746,388,181,47.5125
ETHUSDT,2026-02-12 08:15:00+00:00,5,2,4,10863,3394,971,22.9625
DOGEUSDT,2026-02-12 09:15:00+00:00,1,4,1,601,327,141,16.3375
BTCUSDT,2026-02-12 11:15:00+00:00,5,1,5,23468,5224,2527,173.075
DOGEUSDT,2026-02-12 11:45:00+00:00,3,1,1,2719,329,186,1.0
ETHUSDT,2026-02-12 11:45:00+00:00,4,1,4,7132,1832,691,106.55
ADAUSDT,2026-02-12 12:15:00+00:00,1,5,1,382,273,71,81.6375
XRPUSDT,2026-02-12 12:15:00+00:00,2,4,2,1453,821,313,31.5375
XRPUSDT,2026-02-12 16:15:00+00:00,5,3,4,7875,4130,1681,12.4625
XRPUSDT,2026-02-12 16:30:00+00:00,4,2,4,6838,3040,1494,29.925
SOLUSDT,2026-02-12 17:00:00+00:00,4,5,4,6700,4230,1375,28.9
BTCUSDT,2026-02-12 18:15:00+00:00,5,1,5,33477,7836,2450,173.075
XRPUSDT,2026-02-12 19:15:00+00:00,3,3,2,2462,1130,583,62.125
ADAUSDT,2026-02-12 21:15:00+00:00,1,5,1,226,144,57,81.6375
DOGEUSDT,2026-02-12 23:45:00+00:00,2,5,2,865,568,152,4.8875
BTCUSDT,2026-02-13 02:00:00+00:00,5,1,4,12245,3018,1124,173.075
DOGEUSDT,2026-02-13 02:45:00+00:00,1,4,1,672,371,151,16.3375
DOGEUSDT,2026-02-13 07:00:00+00:00,3,5,2,2046,1271,391,2.925
BTCUSDT,2026-02-13 08:00:00+00:00,5,1,4,12431,2900,1120,173.075
SOLUSDT,2026-02-13 14:30:00+00:00,5,5,5,9280,5841,1862,8.275
XRPUSDT,2026-02-13 14:30:00+00:00,5,3,4,8152,3803,1689,12.4625
SOLUSDT,2026-02-13 16:15:00+00:00,4,4,4,3628,2064,831,52.7875
DOGEUSDT,2026-02-13 17:45:00+00:00,2,4,2,1193,672,246,20.825
DOGEUSDT,2026-02-13 23:15:00+00:00,2,4,1,836,463,176,20.825
SOLUSDT,2026-02-14 01:30:00+00:00,2,5,3,1229,784,239,21.8625
ETHUSDT,2026-02-14 01:45:00+00:00,4,3,3,4793,2494,515,1.0
ETHUSDT,2026-02-14 02:00:00+00:00,4,4,3,6986,3786,831,1.0
ETHUSDT,2026-02-14 02:15:00+00:00,4,4,3,6947,3986,701,1.0
ETHUSDT,2026-02-14 03:15:00+00:00,3,2,2,2678,834,305,16.575
ETHUSDT,2026-02-14 03:45:00+00:00,4,5,3,6343,4394,402,1.325
XRPUSDT,2026-02-14 05:15:00+00:00,1,2,1,549,241,134,2.1125
ETHUSDT,2026-02-14 05:45:00+00:00,3,2,3,2382,717,267,16.575
XRPUSDT,2026-02-14 06:45:00+00:00,1,4,1,584,316,142,6.8125
ETHUSDT,2026-02-14 10:15:00+00:00,3,1,2,3022,839,360,19.05
ADAUSDT,2026-02-14 11:15:00+00:00,2,5,2,1500,999,299,40.525
XRPUSDT,2026-02-14 13:00:00+00:00,3,3,3,2580,1270,558,62.125
BTCUSDT,2026-02-14 14:15:00+00:00,5,1,5,16140,4465,1269,173.075
DOGEUSDT,2026-02-14 14:45:00+00:00,4,4,3,5607,3057,1198,3.7875
BTCUSDT,2026-02-14 19:45:00+00:00,5,4,4,12625,7358,786,1.4
DOGEUSDT,2026-02-14 21:15:00+00:00,4,3,3,4832,2247,1050,16.275
